OBJECTID,ZO_ZONE,ZO_ORDINANCE,ZO_SPEC_CODE,ZO_PROJ_NUM,ZO_UPDATE_NUM,ZO_ZONE_DATE,ZO_ZONE_ORD,ZO_MAINT_TASK_ID,ZO_GIS_START_DATE,ZO_GIS_END_DATE,ZO_UPD_DATE,SHAPE_Length,SHAPE_Area,NEW_ID,ZD_ZONE_NAME,ZD_ZONE_DESC,agstype
250,CCSC,2023,NV,ZMAP-2015-0006,,2016/03/01 05:00:00+00,CCSC 2023,2021_0025,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,2978.982049,369315.9806,250,Commercial Center - Small Regional Center,"Small regional centers to meet shopping needs of a communitymore than a 10 minute drive from the center. Minimum of 18 acres, maximum of 60 acres. Controlled access to a major collector.",CCSC
251,PDMUB,2023,NV,ZMAP-2015-0008,35,2016/07/13 04:00:00+00,PDMUB R93,2019_0032,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,4499.571683,732265.1958,251,Planned Development-Mixed Use Business,"A compact pedestrian oriented mixed use business district of regional office, light industrian, retail, service, civic and high density residential uses located in close proximity to each other. Minimum size of 25 acres per District.",PDMUB
252,CCNC,2023,NV,ZMAP-2012-0023,34,2016/06/07 04:00:00+00,CCNC 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,1630.359755,165666.3284,252,Commercial Center - Neighborhood Center,"Serves convenience needs of immediately adjacent residential neighborhoods or ones within 1/4 mile walking dist.  Minimum of 1.5 acres, maximum of 8 acres.",CCNC
253,IP,2023,NV,ZRTD-2015-0005,33,2016/04/13 04:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,6239.59028,1906096.109,253,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
254,IP,2023,NV, ,2016_0019,1900/01/01 05:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,2613.283978,416661.2866,254,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
255,PDIP,1972,NV, ,2015_0040,1900/01/01 05:00:00+00,PDIP  1972,8,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2015/12/03 05:00:00+00,163.4900105,1.376947784,255,Planned Development-Industrial Park,Light and medium industrial uses with supporting accessory uses and facilities designed with a parklike environment. May be subject to a concept development plan.  It is only under the 1972 Ordinance.,PDIP
256,PDH6,2023,NV,ZMAP-2013-0005,22,2015/05/20 04:00:00+00,PDH6  2023,2016_0031,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,5975.828181,1235909.844,256,Planned Development Housing-6,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 6 units per acre.,PDH6
257,IP,2023,NV,ZMAP-2008-0017,14,2011/07/19 04:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,1482.62137,91494.15248,257,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
258,R1,2023,NV,ZMAP-2014-0006,13,2015/11/04 05:00:00+00,R1  2023,2016_0039,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,2570.642544,181919.0257,258,Single Family Residential-1,"Low-density single family detached development with a maximum density of 1 unit per 40,000 square feet; 1.2 unit per 40,000 square feet with ADU. Served by public water and sewer. Cluster and compact cluster options.",R1
259,R16,2023,NV,ZMAP-2012-0005,12,2013/10/02 04:00:00+00,R16  2023,2016_0001,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,739.3162356,21533.36783,259,Townhouse/Multifamily Residential-16,Single family attached/detached and multifamily residences at a maximum density of 16 units per acre; 19.2 units per acre with ADU. Served by public water and sewer. In areas designated for infill development. Traditional design option.,R16
260,IP,2023,NV,ZMAP-2012-0005,12,2013/10/02 04:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,906.4665218,39214.13371,260,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
261,PDH4,2023,NV,ZMAP-2014-0003,10,2015/12/16 05:00:00+00,PDH4  2023,2015_0041,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,7601.821962,2125230.208,261,Planned Development Housing-4,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 4 units per acre.,PDH4
262,R1,2023,NV, , ,1900/01/01 05:00:00+00,R1  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,365.0138565,407.662408,262,Single Family Residential-1,"Low-density single family detached development with a maximum density of 1 unit per 40,000 square feet; 1.2 unit per 40,000 square feet with ADU. Served by public water and sewer. Cluster and compact cluster options.",R1
263,R1,2023,NV, , ,1900/01/01 05:00:00+00,R1  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,598.6757908,20.17896052,263,Single Family Residential-1,"Low-density single family detached development with a maximum density of 1 unit per 40,000 square feet; 1.2 unit per 40,000 square feet with ADU. Served by public water and sewer. Cluster and compact cluster options.",R1
264,R2,2023,AI,ZMAP-2011-0005,7,2012/05/18 04:00:00+00,R2  2023,2015_0040,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,7972.922257,4228609.074,264,Single Family Residential-2,"Low to moderate density single family detached development with a maximum density of 1 unit per 20,000 square feet, 1.2 units per 20,000 square feet with ADU. Served by public water and sewer. Cluster, suburban, compact cluster, and traditional design options.",R2
265,R8,2023,NV,ZMAP-2013-0007,6,2014/09/17 04:00:00+00,R8  2023,2015_0040,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,4445.257513,745313.9183,265,Single Family Residential-8,"Moderate to medium density single family detached, duplex, townhouse, and single family attached development with a maximum density of 8 units per acre, 9.6 units per acre with ADU. Served by public water and sewer. Traditional and suburban design options.",R8
266,IP,2023,NV,ZRTD-2013-0007,5,2015/10/07 04:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,1429.05855,108375.5874,266,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
267,R8,2023,NV,ZMAP-2014-0006,4,2015/11/04 05:00:00+00,R8  2023,2022_0016,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,7731.485919,2178481.31,267,Single Family Residential-8,"Moderate to medium density single family detached, duplex, townhouse, and single family attached development with a maximum density of 8 units per acre, 9.6 units per acre with ADU. Served by public water and sewer. Traditional and suburban design options.",R8
268,CCCC,2023,NV,ZMAP-2014-0008,3,2015/11/04 05:00:00+00,CCCC 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,2928.483915,401760.8221,268,Commercial Center - Community Center,"Serves retail shopping needs of surrounding community with 10 minutes drive. Minimum of 4 acres, maximum of 22 acres.",CCCC
269,TR1LF,2023,NV, , ,1900/01/01 05:00:00+00,TR1LF 2023,2023_0020,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,4999.795115,453192.6398,269,Transitional Residential - 1 (Lower Foley),"Sub-district of TR1. Residential with cluster (50% open space); 1.0 dwelling unit per 40,000 square feet, 1.2 dwelling units per 40,000 square feet with ADU",TR1LF
270,IP,2023,NV,ZRTD-2015-0002,1,2015/07/08 04:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,2478.395852,206467.2134,270,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
271,TR10,2023,NV,ZMAP-2012-0008,,2015/07/15 04:00:00+00,TR10  2023,2015_0034,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,9895.768821,4059893.773,271,Transitional Residential - 10,"Residential with cluster (70% open space); 1.0 dwelling unit per 10 acres, 1.2 dwelling units per 10 acres with ADU",TR10
272,IP,2023,NV,ZRTD-2015-0003,,2015/09/09 04:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,6982.187952,2048540.222,272,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
273,PDIP,1972,NV, , ,1900/01/01 05:00:00+00,PDIP  1972, ,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,1900/01/01 05:00:00+00,45.01862931,3.374801863,273,Planned Development-Industrial Park,Light and medium industrial uses with supporting accessory uses and facilities designed with a parklike environment. May be subject to a concept development plan.  It is only under the 1972 Ordinance.,PDIP
274,PDIP,1972,NV, , ,1900/01/01 05:00:00+00,PDIP  1972, ,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,1900/01/01 05:00:00+00,1527.808831,19580.82884,274,Planned Development-Industrial Park,Light and medium industrial uses with supporting accessory uses and facilities designed with a parklike environment. May be subject to a concept development plan.  It is only under the 1972 Ordinance.,PDIP
275,PDIP,1972,NV, , ,1900/01/01 05:00:00+00,PDIP  1972, ,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,1900/01/01 05:00:00+00,72.89344514,1.823838959,275,Planned Development-Industrial Park,Light and medium industrial uses with supporting accessory uses and facilities designed with a parklike environment. May be subject to a concept development plan.  It is only under the 1972 Ordinance.,PDIP
276,R16,2023,NV,ZMAP-2014-0005, ,2015/07/15 04:00:00+00,R16  2023,2017_0048,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,1788.313521,201726.2309,276,Townhouse/Multifamily Residential-16,Single family attached/detached and multifamily residences at a maximum density of 16 units per acre; 19.2 units per acre with ADU. Served by public water and sewer. In areas designated for infill development. Traditional design option.,R16
277,R4,2023,NV, , ,1900/01/01 05:00:00+00,R4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,80.98861047,16.84989782,277,Single Family Residential-4,"Moderate density single family detached development with a maximum density of 1 unit per 10,000 square feet, 4.8 units per acre with ADU. Served by public water and sewer. Cluster, suburban, and traditional design and compact cluster options.",R4
278,R4,2023,NV, , ,1900/01/01 05:00:00+00,R4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,59.88994509,9.030399479,278,Single Family Residential-4,"Moderate density single family detached development with a maximum density of 1 unit per 10,000 square feet, 4.8 units per acre with ADU. Served by public water and sewer. Cluster, suburban, and traditional design and compact cluster options.",R4
279,R4,2023,NV, , ,1900/01/01 05:00:00+00,R4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,41.34999303,5.232960472,279,Single Family Residential-4,"Moderate density single family detached development with a maximum density of 1 unit per 10,000 square feet, 4.8 units per acre with ADU. Served by public water and sewer. Cluster, suburban, and traditional design and compact cluster options.",R4
280,R4,2023,NV, , ,1900/01/01 05:00:00+00,R4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,23.53318194,0.241956395,280,Single Family Residential-4,"Moderate density single family detached development with a maximum density of 1 unit per 10,000 square feet, 4.8 units per acre with ADU. Served by public water and sewer. Cluster, suburban, and traditional design and compact cluster options.",R4
281,IP,2023,NV,ZMAP-1993-0006, ,1994/12/21 05:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,1471.211892,129673.8752,281,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
282,TC,2023,NV,ZMAP-2012-0006, ,2015/09/02 04:00:00+00,TC 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,11587.77748,4123530.406,282,Town Center,"A district established to provide for a compatible mixture of commercial, cultural, institutional, governmental, and residential uses in compact pedestrian oriented, traditional town centers, in areas consistent with the General Plan & serving as focal points for substantial residential areas.",TC
283,OP,2023,NV,ZMAP-2012-0006, ,2015/09/02 04:00:00+00,OP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,11472.10077,3691385.514,283,Office Park,"District for administrative, business and professional offices research and development, and supporting commercial and instibutional uses and facilities; support limited first floor retail.",OP
284,R16,2023,NV,ZMAP-2012-0006, ,2015/09/02 04:00:00+00,R16  2023,2018_0035,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,6260.270964,1324272.577,284,Townhouse/Multifamily Residential-16,Single family attached/detached and multifamily residences at a maximum density of 16 units per acre; 19.2 units per acre with ADU. Served by public water and sewer. In areas designated for infill development. Traditional design option.,R16
285,CCCC,2023,NV,ZMAP-2012-0006, ,2015/09/02 04:00:00+00,CCCC 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,4021.159842,949953.8547,285,Commercial Center - Community Center,"Serves retail shopping needs of surrounding community with 10 minutes drive. Minimum of 4 acres, maximum of 22 acres.",CCCC
286,R1,2023,NV, , ,1900/01/01 05:00:00+00,R1  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,1134.94064,74234.91525,286,Single Family Residential-1,"Low-density single family detached development with a maximum density of 1 unit per 40,000 square feet; 1.2 unit per 40,000 square feet with ADU. Served by public water and sewer. Cluster and compact cluster options.",R1
287,IP,2023,NV,ZMAP-2018-0011, ,2019/12/11 05:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,7834.73539,3552838.578,287,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
288,PDRDP,1972,NV,ZMAP-1988-0003, ,1989/07/10 04:00:00+00,PDRDP 1972, ,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,1900/01/01 05:00:00+00,3261.06352,14.39831768,288,Planned Development-Research and Development Park,"Planned mixed employment park a mininum of 20 acres in size & within the Rt 28 Tax District, subject to an adopted concept development plan, which allows the mixing of research and development firms, office complexes, certain types of manufacturing and interrelated land uses. This Zoning District is found under the 1972 Zoning Ordinance.",PDRDP
289,PDAAAR,2023,NV,ZMAP-2013-0002,NO VALUE,2015/07/15 04:00:00+00,PDAAAR2023,2018_0034,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,4770.944558,712777.945,289,Planned Development-Active Adult/Age Restricted,"Planned adult residential communities 55 years or older. Max 30 dwelling units per acre, 36 dwelling units per acre with ADU, public sewer and water, and are served by one or more major arterial or collector roads. Consistent with locations designated for high-density urban residential development.",PDAAAR
290,CCCC,2023,NV,ZMAP-2013-0002,NO VALUE,2015/07/15 04:00:00+00,CCCC 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,3440.859312,628730.3163,290,Commercial Center - Community Center,"Serves retail shopping needs of surrounding community with 10 minutes drive. Minimum of 4 acres, maximum of 22 acres.",CCCC
291,PDAAAR,2023,NV,ZMAP-2005-0020,0,2007/10/16 04:00:00+00,PDAAAR2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,421.7797487,569.9774705,291,Planned Development-Active Adult/Age Restricted,"Planned adult residential communities 55 years or older. Max 30 dwelling units per acre, 36 dwelling units per acre with ADU, public sewer and water, and are served by one or more major arterial or collector roads. Consistent with locations designated for high-density urban residential development.",PDAAAR
292,TC,2023,NV,ZMAP-2006-0015,,2007/12/04 05:00:00+00,TC 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,1347.696079,64359.20222,292,Town Center,"A district established to provide for a compatible mixture of commercial, cultural, institutional, governmental, and residential uses in compact pedestrian oriented, traditional town centers, in areas consistent with the General Plan & serving as focal points for substantial residential areas.",TC
